title,address,access,age,floor,fee,management_fee,deposit,gratuity,floor_plan,area
京王線 調布駅 4階建 築35年,東京都調布市下石原３,"
京王線/調布駅 歩20分
京王線/西調布駅 歩10分
京王相模原線/京王多摩川駅 歩10分
","
築35年
4階建
","
											2階",6.8万円,2000円,6.8万円,-,2DK,37m2
佐須コーポ,東京都調布市佐須町４,"
京王線/柴崎駅 歩13分
京王線/国領駅 歩15分
京王線/つつじヶ丘駅 歩20分
","
築39年
2階建
","
											1階",4.9万円,1000円,9.8万円,-,2K,30m2
ジョイフル調布,東京都調布市調布ケ丘２,"
京王線/調布駅 歩7分


","
築37年
3階建
","
											1階",4.7万円,3000円,-,-,ワンルーム,16.05m2
京王線 柴崎駅 3階建 築36年,東京都調布市西つつじケ丘１,"
京王線/柴崎駅 歩10分
京王線/つつじヶ丘駅 歩10分
京王線/国領駅 歩21分
","
築36年
3階建
","
											2階",5万円,-,-,-,1K,18m2
京王線 西調布駅 4階建 築34年,東京都調布市上石原３,"
京王線/西調布駅 歩16分
京王線/飛田給駅 歩19分
ＪＲ南武線/矢野口駅 歩24分
","
築34年
4階建
","
											2階",6.5万円,-,6.5万円,-,2K,34.36m2
京王相模原線 調布駅 2階建 築28年,東京都調布市深大寺北町５,"
京王相模原線/調布駅 バス13分 (バス停)調布北高校前 歩3分
ＪＲ中央線/武蔵境駅 バス8分 (バス停)野崎八幡 歩8分
ＪＲ中央線/吉祥寺駅 バス18分 (バス停)調布北高校前 歩3分
","
築28年
2階建
","
											2階",11.5万円,5000円,11.5万円,-,2LDK,55.13m2
京王相模原線 京王多摩川駅 2階建 築45年,東京都調布市多摩川１,"
京王相模原線/京王多摩川駅 歩10分
京王線/調布駅 歩17分
京王線/西調布駅 歩14分
","
築45年
2階建
","
											2階",5万円,-,5万円,5万円,1DK,24m2
京王線 国領駅 2階建 築58年,東京都調布市国領町７,"
京王線/国領駅 歩11分
京王線/仙川駅 バス19分 (バス停)国領七丁目 歩3分
小田急線/狛江駅 歩11分
","
築58年
2階建
","
											1階",6.3万円,2000円,6.3万円,-,1LDK,31.05m2
パークサイド国領,東京都調布市国領町７,"
京王線/国領駅 歩11分
京王線/仙川駅 バス19分 (バス停)国領七丁目 歩3分
小田急線/狛江駅 歩11分
","
築58年
2階建
","
											1階",6.3万円,2000円,6.3万円,-,1LDK,31.05m2
ドミール・ホワイト,東京都調布市飛田給２,"
京王線/西調布駅 歩6分


","
築39年
2階建
","
											2階",3.7万円,3000円,3.7万円,3.7万円,ワンルーム,17.55m2
ドミール・ホワイト,東京都調布市飛田給２,"
京王線/西調布駅 歩6分


","
築39年
2階建
","
											2階",4.2万円,3000円,4.2万円,4.2万円,ワンルーム,17.55m2
京王線 つつじヶ丘駅 2階建 築55年,東京都調布市東つつじケ丘２,"
京王線/つつじヶ丘駅 歩5分
京王線/柴崎駅 歩15分
京王線/仙川駅 歩19分
","
築55年
2階建
","
											2階",4.47万円,300円,4.47万円,-,1DK,25m2
コーポオクダ,東京都調布市若葉町１,"
京王線/仙川駅 歩9分
京王線/つつじヶ丘駅 歩12分

","
築33年
2階建
","
											2階",5.5万円,1000円,5.5万円,-,ワンルーム,18m2
京王線 仙川駅 2階建 築33年,東京都調布市若葉町１,"
京王線/仙川駅 歩9分
京王線/つつじヶ丘駅 歩12分

","
築33年
2階建
","
											2階",5.5万円,1000円,5.5万円,-,ワンルーム,18m2
京王線 調布駅 2階建 築32年,東京都調布市国領町５,"
京王線/調布駅 歩12分
京王線/布田駅 歩5分
京王線/国領駅 歩10分
","
築32年
2階建
","
											1階",5.8万円,-,5.8万円,-,1K,24.21m2
レジデンス参番館,東京都調布市多摩川３,"
京王相模原線/京王多摩川駅 歩7分
京王線/調布駅 歩18分
ＪＲ南武線/矢野口駅 歩16分
","
築33年
2階建
","
											2階",3.5万円,1000円,-,-,ワンルーム,12.56m2
京王線 調布駅 2階建 築31年,東京都調布市深大寺東町１,"
京王線/調布駅 バス11分 (バス停)西原 歩3分
ＪＲ中央線/吉祥寺駅 バス27分 (バス停)野ケ谷 歩7分

","
築31年
2階建
","
											1階",3.8万円,3000円,3.8万円,-,1K,20.28m2
エンゼルハイム,東京都調布市国領町１,"
京王線/布田駅 歩5分
京王線/国領駅 歩8分
京王線/調布駅 歩11分
","
築37年
2階建
","
											1階",4.3万円,2000円,-,-,ワンルーム,15m2
京王線 調布駅 3階建 築36年,東京都調布市布田４,"
京王線/調布駅 歩1分
京王線/布田駅 歩8分
京王線/国領駅 歩17分
","
築36年
3階建
","
											2階",7万円,3000円,7万円,7万円,ワンルーム,17m2
京王線 調布駅 2階建 築43年,東京都調布市布田２,"
京王線/調布駅 歩3分
京王線/布田駅 歩6分
京王線/国領駅 歩12分
","
築43年
2階建
","
											2階",4.75万円,-,4.75万円,4.75万円,1K,17m2
京王線 調布駅 2階建 築43年,東京都調布市布田２,"
京王線/調布駅 歩3分
京王線/布田駅 歩6分
京王線/国領駅 歩12分
","
築43年
2階建
","
											2階",5万円,-,5万円,5万円,1K,17m2
メゾン・ド・リブル,東京都調布市染地２,"
京王線/布田駅 歩11分
京王線/国領駅 歩15分
京王線/調布駅 歩16分
","
築33年
2階建
","
											1階",4.8万円,-,4.8万円,4.8万円,1K,18.09m2
メゾン・ド・リブル,東京都調布市染地２,"
京王線/布田駅 歩11分
京王線/国領駅 歩15分
京王線/調布駅 歩16分
","
築33年
2階建
","
											1階",5万円,-,5万円,5万円,1K,18.09m2
京王線 つつじヶ丘駅 5階建 築36年,東京都調布市西つつじケ丘３,"
京王線/つつじヶ丘駅 歩2分
京王線/柴崎駅 歩12分
京王線/仙川駅 歩17分
","
築36年
5階建
","
											4階",5万円,5000円,-,-,ワンルーム,18.61m2
京王線 調布駅 2階建 築33年,東京都調布市布田６,"
京王線/調布駅 歩8分
京王線/布田駅 歩12分
京王相模原線/京王多摩川駅 歩15分
","
築33年
2階建
","
											2階",4.4万円,3000円,-,-,ワンルーム,13.36m2
京王線 つつじヶ丘駅 2階建 築36年,東京都調布市若葉町１,"
京王線/つつじヶ丘駅 歩8分
京王線/仙川駅 歩12分
京王線/柴崎駅 歩19分
","
築36年
2階建
","
											2階",5万円,-,5万円,5万円,ワンルーム,16.15m2
京王線 つつじヶ丘駅 2階建 築36年,東京都調布市若葉町１,"
京王線/つつじヶ丘駅 歩8分
京王線/仙川駅 歩12分
京王線/柴崎駅 歩19分
","
築36年
2階建
","
											2階",5.2万円,1000円,5.2万円,-,ワンルーム,16.5m2
ｍｉｓｔｒａｌ,東京都調布市布田５,"
京王線/調布駅 歩8分
京王線/布田駅 歩12分
京王相模原線/京王多摩川駅 歩13分
","
築34年
2階建
","
											2階",4.6万円,2000円,-,-,ワンルーム,17.5m2
三幸荘,東京都調布市調布ケ丘４,"
京王線/調布駅 歩16分


","
築42年
2階建
","
											1階",6万円,-,6万円,6万円,2DK,42.1m2
京王線 西調布駅 2階建 築35年,東京都調布市上石原１,"
京王線/西調布駅 歩1分
京王線/飛田給駅 歩10分
京王線/調布駅 歩15分
","
築35年
2階建
","
											1階",3.8万円,2000円,-,-,1K,17.5m2
ダイアパレス調布,東京都調布市布田１,"
京王線/調布駅 歩3分
京王線/布田駅 歩9分
京王線/国領駅 歩16分
","
築42年
8階建
","
											2階",7万円,-,-,7万円,ワンルーム,23.24m2
志村コーポ,東京都調布市調布ケ丘２,"
京王線/布田駅 歩11分
京王線/調布駅 歩13分
京王線/国領駅 歩16分
","
築39年
2階建
","
											2階",5.5万円,2000円,-,-,1K,23.18m2
富士見コーポ,東京都調布市下石原３,"
京王線/調布駅 歩16分
京王線/西調布駅 歩12分
京王相模原線/京王多摩川駅 歩11分
","
築35年
2階建
","
											1階",5.3万円,2000円,5.5万円,-,1K,23.04m2
富士見コーポ,東京都調布市下石原３,"
京王線/調布駅 歩16分
京王線/西調布駅 歩12分
京王相模原線/京王多摩川駅 歩11分
","
築35年
2階建
","
											1階",5.3万円,2000円,5.3万円,-,1K,23.04m2
富士見コーポ,東京都調布市下石原３,"
京王線/調布駅 歩16分
京王線/西調布駅 歩12分
京王相模原線/京王多摩川駅 歩11分
","
築35年
2階建
","
											1階",5.4万円,2000円,5.4万円,-,1K,23.04m2
京王相模原線 京王多摩川駅 3階建 築20年,東京都調布市下石原３,"
京王相模原線/京王多摩川駅 歩12分
京王線/西調布駅 歩12分
京王相模原線/調布駅 歩18分
","
築20年
3階建
","
											1階",5.3万円,1000円,5.3万円,-,ワンルーム,21.7m2
リバーサイド福島,東京都調布市下石原３,"
京王線/調布駅 歩17分
京王相模原線/京王多摩川駅 歩13分
京王線/西調布駅 歩14分
","
築20年
3階建
","
											1階",5.3万円,1000円,5.3万円,-,ワンルーム,18.9m2
京王線 西調布駅 3階建 築39年,東京都調布市多摩川１,"
京王線/西調布駅 歩9分
京王線/飛田給駅 歩17分
京王線/調布駅 歩25分
","
築39年
3階建
","
											1階",4.5万円,3000円,4.5万円,-,1K,17.8m2
京王線 調布駅 2階建 築31年,東京都調布市小島町３,"
京王線/調布駅 歩11分
京王相模原線/京王多摩川駅 歩8分
京王線/布田駅 歩18分
","
築31年
2階建
","
											1階",4.2万円,3000円,4.2万円,4.2万円,1K,16.56m2
京王線 調布駅 2階建 築31年,東京都調布市小島町３,"
京王線/調布駅 歩11分
京王相模原線/京王多摩川駅 歩8分
京王線/布田駅 歩18分
","
築31年
2階建
","
											1階",4.2万円,3000円,4.2万円,4.2万円,ワンルーム,16.56m2
京王線 調布駅 2階建 築31年,東京都調布市小島町３,"
京王線/調布駅 歩11分
京王相模原線/京王多摩川駅 歩8分
京王線/布田駅 歩18分
","
築31年
2階建
","
											2階",4.3万円,3000円,4.3万円,4.3万円,ワンルーム,17.39m2
京王線 調布駅 2階建 築31年,東京都調布市小島町３,"
京王線/調布駅 歩11分
京王相模原線/京王多摩川駅 歩8分
京王線/布田駅 歩18分
","
築31年
2階建
","
											2階",4.3万円,3000円,4.3万円,4.3万円,1K,16.56m2
オリエント・コート,東京都調布市小島町３,"
京王相模原線/調布駅 歩9分
京王相模原線/京王多摩川駅 歩9分
京王線/布田駅 歩17分
","
築31年
2階建
","
											1階",4.2万円,3000円,4.2万円,4.2万円,ワンルーム,16.56m2
オリエント・コート,東京都調布市小島町３,"
京王相模原線/調布駅 歩9分
京王相模原線/京王多摩川駅 歩9分
京王線/布田駅 歩17分
","
築31年
2階建
","
											1階",4.2万円,3000円,4.2万円,4.2万円,ワンルーム,16.56m2
オリエント・コート,東京都調布市小島町３,"
京王相模原線/調布駅 歩9分
京王相模原線/京王多摩川駅 歩9分
京王線/布田駅 歩17分
","
築31年
2階建
","
											2階",4.3万円,3000円,4.3万円,4.3万円,ワンルーム,17.39m2
オリエント・コート,東京都調布市小島町３,"
京王相模原線/調布駅 歩9分
京王相模原線/京王多摩川駅 歩9分
京王線/布田駅 歩17分
","
築31年
2階建
","
											2階",4.3万円,3000円,4.3万円,4.3万円,ワンルーム,16.56m2
メゾン布田,東京都調布市国領町５,"
京王線/調布駅 歩10分
京王線/布田駅 歩3分
京王線/国領駅 歩10分
","
築38年
4階建
","
											4階",5.2万円,2000円,5.2万円,5.2万円,1K,23.6m2
パークハイツ,東京都調布市深大寺東町１,"
京王線/柴崎駅 歩29分
京王線/つつじヶ丘駅 歩30分
京王線/調布駅 歩35分
","
築33年
2階建
","
											1階",7万円,2000円,7万円,-,2DK,39.69m2
京王線 柴崎駅 2階建 築33年,東京都調布市深大寺東町１,"
京王線/柴崎駅 歩29分


","
築33年
2階建
","
											1階",7万円,2000円,7万円,-,2DK,39.69m2
黒田ビル,東京都調布市小島町３,"
京王線/調布駅 歩9分
京王相模原線/京王多摩川駅 歩12分
京王線/西調布駅 歩15分
","
築45年
4階建
","
											2階",6.1万円,2000円,6.1万円,-,1K,26.8m2
京王線 つつじヶ丘駅 4階建 築31年,東京都調布市東つつじケ丘１,"
京王線/つつじヶ丘駅 歩2分


","
築31年
4階建
","
											4階",4.7万円,1000円,4.7万円,4.7万円,ワンルーム,16.83m2
グランドール西山,東京都調布市東つつじケ丘１,"
京王線/つつじヶ丘駅 歩2分


","
築31年
4階建
","
											4階",4.7万円,1000円,4.7万円,4.7万円,ワンルーム,16.83m2
ＪＲ南武線 矢野口駅 2階建 築33年,東京都調布市多摩川２,"
ＪＲ南武線/矢野口駅 歩12分
京王相模原線/京王多摩川駅 歩15分
京王線/西調布駅 歩21分
","
築33年
2階建
","
											2階",5.8万円,2000円,5.8万円,5.8万円,1K,22m2
京王線 つつじヶ丘駅 2階建 築34年,東京都調布市若葉町１,"
京王線/つつじヶ丘駅 歩8分
京王線/仙川駅 歩10分
京王線/柴崎駅 歩19分
","
築34年
2階建
","
											1階",4.5万円,-,-,-,ワンルーム,14m2
山丘ハイツ,東京都調布市若葉町１,"
京王線/つつじヶ丘駅 歩8分
京王線/仙川駅 歩10分
京王線/柴崎駅 歩19分
","
築34年
2階建
","
											1階",4.5万円,-,-,-,ワンルーム,14m2
京王線 柴崎駅 3階建 築36年,東京都調布市菊野台１,"
京王線/柴崎駅 歩5分
京王線/つつじヶ丘駅 歩17分
京王線/国領駅 歩9分
","
築36年
3階建
","
											1階",3.8万円,-,3.8万円,3.8万円,ワンルーム,17.83m2
京王線 仙川駅 4階建 築33年,東京都調布市仙川町２,"
京王線/仙川駅 歩9分
京王線/つつじヶ丘駅 歩13分
京王線/柴崎駅 歩23分
","
築33年
4階建
","
											4階",5.2万円,6500円,-,-,ワンルーム,17m2
京王線 国領駅 2階建 築39年,東京都調布市国領町４,"
京王線/国領駅 歩5分
京王線/布田駅 歩13分
京王線/調布駅 歩20分
","
築39年
2階建
","
											1階",4.2万円,3000円,-,-,ワンルーム,13.77m2
京王線 国領駅 2階建 築39年,東京都調布市国領町４,"
京王線/国領駅 歩5分
京王線/布田駅 歩13分
京王線/調布駅 歩20分
","
築39年
2階建
","
											2階",4.6万円,3000円,-,-,ワンルーム,13.77m2
ピア国領,東京都調布市国領町４,"
京王線/国領駅 歩7分
京王線/布田駅 歩14分
京王線/調布駅 歩22分
","
築39年
2階建
","
											1階",4.2万円,3000円,-,-,ワンルーム,13.77m2
ピア国領,東京都調布市国領町４,"
京王線/国領駅 歩7分
京王線/布田駅 歩14分
京王線/調布駅 歩22分
","
築39年
2階建
","
											2階",4.6万円,3000円,-,-,ワンルーム,13.77m2
レゴリス成城3,東京都調布市入間町３,"
小田急線/成城学園前駅 歩18分
京王線/仙川駅 歩22分
小田急線/喜多見駅 歩21分
","
築5年
3階建
","
											1階",8万円,6000円,8万円,8万円,1K,30.35m2
小田急線 成城学園前駅 3階建 築5年,東京都調布市入間町３,"
小田急線/成城学園前駅 歩18分
京王線/仙川駅 歩22分
小田急線/喜多見駅 歩21分
","
築5年
3階建
","
											1階",8万円,6000円,8万円,8万円,1K,30.35m2
京王線 仙川駅 3階建 築5年,東京都調布市入間町３,"
京王線/仙川駅 歩18分
小田急線/喜多見駅 歩21分
京王線/つつじヶ丘駅 歩25分
","
築5年
3階建
","
											1階",8万円,6000円,8万円,-,1K,30.35m2
第二鈴木荘,東京都調布市入間町１,"
京王線/仙川駅 歩15分


","
築48年
2階建
","
											2階",6.5万円,-,6.5万円,6.5万円,2DK,34.78m2
京王線 西調布駅 2階建 築35年,東京都調布市下石原３,"
京王線/西調布駅 歩11分
京王線/調布駅 歩15分
京王相模原線/京王多摩川駅 歩13分
","
築35年
2階建
","
											1階",5.3万円,2000円,5.3万円,-,1K,23.04m2
